code,yoy,mom
6446,68.34,6.39
6472,-27.46,-2.86
6491,19.9,0.76
6534,4.36,-39.26
6589,-15.76,-28.33
6645,-15.51,-18.44
6657,89.9,10.82
6782,-7.87,-21.63
6794,-65.52,1.33
6796,24.4,-10.56
6838,,-100.0
6861,39.71,-4.43
6885,2152.94,-36.37
6918,11.86,15.06
6919,-70.79,178200.0
6931,12.72,-3.69
6934,546.62,24.29
6936,27.2,-0.01
6949,107.9,21.06
6955,5.29,-7.07
7799,-100.0,-100.0
7803,-90.6,-82.89
1802,6.45,-5.03
1806,-10.17,10.15
1809,-10.67,13.65
1810,-6.21,1.38
1817,-2.21,-1.97
1903,10.8,-3.21
1904,16.52,-4.56
1905,-5.44,-13.75
1906,-20.69,-31.34
1907,8.23,-3.41
1909,7.01,4.97
6790,8.37,1.69
2002,2.14,7.92
2006,-3.19,0.57
2007,-21.68,7.56
2008,-21.9,16.19
2009,12.71,7.82
2010,0.5,-9.86
2012,-0.27,18.21
2013,-9.14,25.41
2014,-9.99,20.72
2015,-9.63,-8.32
2017,6.84,13.63
2020,1.39,16.04
2022,58.72,-8.66
2023,-6.91,-3.04
2024,0.86,-4.39
2025,112.02,23.8
2027,37.67,9.03
2028,-31.98,-39.94
2029,2.13,-0.43
2030,9.07,2.49
2031,-10.71,-4.73
2032,12.5,2.71
2033,12.18,-5.83
2034,2.28,-2.53
2038,-14.72,-5.85
2069,-14.32,-2.58
2211,-7.12,-2.85
3004,20.67,-7.37
5007,2.26,-7.8
9958,32.12,11.7
2101,150.64,-52.18
2102,-29.93,-7.59
2103,18.97,1.94
2104,-15.59,42.3
2105,9.93,-6.79
2106,8.92,-2.85
2107,3.47,-16.34
2108,47.29,33.48
2109,7.42,10.92
2114,6.38,-0.22
6582,-35.77,37.2
1319,-14.11,-1.77
1339,-10.01,0.81
1512,-9.8,5.18
1521,18.3,0.37
1522,53.32,-11.6
1524,1.77,9.8
1525,4.35,1.34
1533,72.76,2.09
1536,-4.79,-18.02
1563,5.74,-11.92
1568,32.74,-0.59
1587,-11.76,-15.84
2201,3.92,-2.54
2204,-5.22,-11.43
2206,-8.89,-5.81
2207,30.02,25.0
2227,4.58,3.66
2228,-7.66,-8.38
2231,8.16,12.12
2233,8.31,-1.76
2241,65.61,37.43
2247,-29.09,26.45
2254,-63.05,101.38
2258,3.51,17.76
2497,25.91,25.95
3346,-15.07,9.53
3717,,-14.65
4551,18.38,-1.24
6605,-1.48,8.53
6988,2.21,11.0
7732,-35.57,-45.56
7736,-41.08,-28.34
7821,24.23,-17.98
2302,26.94,36.62
2303,10.8,8.8
2329,4.81,1.79
2330,17.49,-1.07
2337,153.71,33.7
2338,-6.58,-10.21
2340,-8.9,-8.68
2342,-3.46,4.06
2344,182.22,32.71
2351,23.77,11.12
2363,87.15,36.06
2369,30.2,-4.02
2379,11.27,2.88
2388,84.78,-1.26
2401,14.11,-5.49
2408,717.33,40.29
2434,-1.25,1.04
2436,30.47,11.08
2441,13.19,0.94
2449,34.55,4.03
2451,594.43,31.06
2454,-4.13,-26.07
2458,6.32,-6.68
2481,8.76,4.43
3006,349.21,53.15
3014,-4.2,13.57
3016,32.84,12.49
3034,1.15,8.93
3035,-43.11,-9.32
3041,18.19,0.69
3094,21.75,18.38
3135,607.83,169.38
3150,-1.41,-13.82
3189,26.75,3.37
3257,-51.74,4.74
3413,6.26,-7.59
3443,156.85,11.23
3450,45.49,20.62
3530,39.07,19.37
3532,14.03,-2.02
3545,-14.34,5.88
3583,10.8,-6.11
3588,15.13,-5.33
3592,13.61,15.91
3686,-64.13,-76.52
3711,19.22,1.08
4919,1.58,-19.8
4952,10.24,5.99
4961,-3.36,-3.32
4967,78.61,-59.01
4968,-0.42,0.01
5222,45.93,370.88
5269,-17.54,-23.81
5285,28.37,22.15
5471,25.38,14.16
6202,6.87,-0.04
6239,32.49,2.76
6243,-59.18,-20.92
6257,24.53,4.72
6271,0.92,4.0
6515,50.51,-19.0
6526,14.31,11.73
6531,92.87,-1.32
6533,22.86,-19.98
6552,-33.81,-1.55
6695,-24.96,-12.55
6719,-12.13,9.26
6756,10.47,15.26
6770,32.46,6.64
6789,-0.61,-5.88
6799,8.85,-0.44
6909,54.77,-25.63
6921,-94.79,-86.42
6937,22.42,-46.6
7730,-25.76,30.3
7768,-11.04,-8.12
7769,111.83,1.73
7822,77.97,3.42
8016,37.25,-3.25
8028,31.14,-2.05
8081,-4.46,2.74
8110,14.99,-3.02
8131,40.53,-3.29
8150,32.22,-1.64
8162,0.86,-5.99
8261,5.25,5.04
8271,360.82,21.81
2301,24.51,1.27
2305,81.07,33.74
2324,15.53,-19.3
2331,13.04,6.05
2352,-1.84,-13.81
2353,68.39,4.73
2356,36.53,-3.17
2357,45.71,-4.84
2362,11.41,13.59
2364,51.41,35.68
2365,19.56,-13.9
2376,73.65,33.92
2377,-22.25,-8.32
2380,3.94,-8.86
2382,120.71,-6.3
2387,-9.06,-21.63
2395,34.61,7.41
2397,38.32,8.04
2399,21.89,34.67
2405,23.65,0.41
2417,23.45,-16.11
2425,87.78,10.09
2432,130.07,-3.07
2465,175.79,38.15
2495,36.72,-6.24
3002,6.66,4.51
3005,8.33,2.02
3013,40.66,12.2
3017,71.62,-13.24
3022,-3.71,-12.44
3046,93.6,-16.69
3057,33.62,-26.62
3060,11.73,5.35
3231,111.98,-14.89
3416,56.33,11.09
3494,-4.51,-17.5
3515,-46.52,-44.38
3652,34.55,9.12
3701,-29.99,5.1
3706,31.87,-4.3
3712,-8.28,-51.48
4916,50.22,5.37
4938,-15.24,3.84
5258,22.4,6.82
6117,6.25,-15.29
6128,-13.28,-13.02
6166,63.16,5.63
6206,44.47,18.17
6230,11.98,-1.34
6235,-13.38,-5.73
6277,12.51,-1.27
6414,22.13,-3.86
6579,6.75,-20.62
6669,29.66,-16.13
6831,-24.32,-32.14
6928,-20.36,-24.77
7711,-44.22,-53.84
8114,-27.99,31.97
8163,9.51,8.87
8210,4.63,-17.56
9912,-18.27,6.66
2323,-1.52,-8.18
2349,-1.14,10.1
2374,62.53,17.72
2393,-2.92,2.16
2406,143.29,5.98
2409,-4.48,-15.06
2426,-9.65,13.38
2429,10.74,-37.19
2438,-28.01,-29.78
2466,-27.2,21.74
2486,21.16,8.52
2489,14.27,-0.3
2491,0.72,14.99
3008,24.47,-1.06
3019,20.02,11.84
3024,-70.82,-8.61
3031,17.79,1.62
3038,-6.45,-1.64
3049,-72.14,-47.92
3050,3.91,4.41
3051,-5.71,26.59
3059,14.98,8.8
3149,-19.15,18.91
3168,7.76,-7.87
3356,20.67,-3.87
3406,24.8,6.94
3437,-22.17,-4.47
3481,11.79,-14.97
3504,2.23,-13.63
3535,-2.49,-53.21
3543,-8.76,-1.76
3563,3.74,1.39
3576,2.21,-14.63
3591,1.29,15.49
3622,19.22,29.44
3714,4.27,11.02
4934,108.38,5.65
4942,-8.75,1.17
4949,43.91,0.46
4956,16.45,-11.22
4960,-5.56,15.24
4976,0.95,-0.01
5234,2.18,-3.08
5244,-9.74,17.7
5484,16.83,29.14
6116,2.84,-6.17
6120,-24.3,-23.18
6164,6.81,34.25
6168,10.1,10.35
6176,-8.5,-5.83
6209,66.88,-5.27
6225,-80.36,-50.1
6226,17.32,15.32
6278,3.91,6.9
6405,-100.0,-100.0
6443,-15.58,26.96
6477,22.94,-23.19
6668,10.19,29.18
6706,-41.83,-2.71
6742,-49.51,6.7
6916,8.1,0.31
8104,-24.45,16.28
8105,-4.55,-6.43
8215,7.19,4.31
2314,89.93,22.95
2321,8.54,-12.96
2332,18.53,-0.76
2345,53.86,9.39
2412,7.6,-1.39
2419,-18.78,-55.04
2424,150.78,-5.69
2439,-1.78,-17.27
2444,-13.99,-0.42
2450,24.7,-9.54
2455,37.74,2.36
2485,38.26,-7.7
2498,-3.45,-54.63
3025,76.45,-16.37
3027,-79.48,-34.86
3045,1.79,-8.41
3047,-28.36,-3.62
3062,5.89,-18.26
3138,16.58,6.49
3311,4.94,0.85
3380,-30.94,-56.2
3419,-0.17,-14.29
3447,8.59,3.05
3596,1.16,0.08
3669,17.04,-21.77
3694,-3.35,-24.59
3704,43.38,3.89
4904,11.33,4.41
4906,-23.21,5.36
5388,65.52,-1.12
6136,26.78,-20.64
6142,-22.97,-7.09
6152,116.93,84.65
6216,-42.06,11.76
6285,15.64,5.1
6416,-7.28,-31.57
6426,76.49,6.33
6442,-16.2,-12.48
6674,8.59,-40.73
6792,-0.42,0.37
8011,-15.52,-31.17
8045,95.94,34.7
8101,-20.7,32.06
1471,-52.37,4.94
1582,-1.13,3.98
2059,79.13,35.33
2308,43.91,-1.82
2313,-2.86,-9.04
2316,74.29,6.39
2327,22.04,2.99
2328,-16.55,15.05
2355,-3.09,-1.33
2367,-22.49,-8.29
2368,58.4,-1.28
2375,-0.28,7.02
2383,93.61,15.92
2385,-9.36,-17.38
2392,-5.5,-22.36
2402,15.19,5.37
2413,16.43,-2.03
2415,3.98,5.49
2420,5.49,-0.14
2421,14.98,-2.41
2428,19.34,8.01
2431,-47.88,1.66
2440,13.89,-6.88
2457,-9.39,0.34
2460,57.62,-10.6
2462,-8.76,3.24
2467,86.98,-0.25
2472,14.52,7.19
2476,24.68,-3.25
2478,11.58,-3.38
2483,13.22,6.75
2484,0.03,16.51
2492,16.03,8.87
2493,-3.1,-1.92
3003,22.67,2.03
3011,-42.72,-29.55
3015,-12.74,6.35
3021,7.17,4.09
3023,14.96,1.84
3026,21.12,10.66
3032,-5.63,8.57
3037,27.63,6.52
3042,1.41,16.27
3044,28.89,12.07
3058,1.94,6.57
3090,28.14,18.11
3092,-15.42,-22.23
3229,56.26,-2.34
3296,8.21,22.38
3308,-7.05,-3.01
3321,11.2,13.16
3338,-6.54,-8.53
3376,-10.02,12.61
3432,39.39,-43.36
3501,-18.52,-7.71
3533,15.21,-4.29
3550,25.21,-2.4
3593,-51.1,35.65
3605,16.5,14.54
3607,-11.2,-0.9
3645,16.43,3.56
3653,26.91,6.81
3679,-2.57,-6.12
3715,31.22,-4.11
4545,22.6,41.36
4915,13.41,-2.65
4989,28.88,13.32
4999,-15.21,11.85
5469,6.05,-3.32
6108,41.86,56.75
6115,15.42,2.26
6133,1.24,7.35
6141,19.57,0.17
6153,-14.42,6.43
6155,15.38,3.67
6191,1.77,-4.68
6197,5.25,12.35
6205,-20.42,4.88
6213,13.78,4.27
6224,-4.84,3.54
6269,0.46,1.72
6272,-25.22,43.42
6282,34.61,0.18
6412,-11.89,-8.54
6449,26.3,14.74
6715,-11.57,-14.91
6805,59.05,-15.44
6834,32.24,8.18
6835,-4.89,4.69
7788,16.37,5.46
7795,13.53,25.21
8039,-1.35,5.0
8046,39.46,3.73
8103,21.58,11.76
8213,3.66,13.03
8249,42.77,11.99
2347,83.27,2.27
2414,18.82,-9.94
2430,-1.88,8.89
3010,12.64,5.47
3028,106.27,-6.91
3033,15.18,-10.5
3036,78.69,8.71
3048,22.18,4.93
3055,336.3,360.7
3209,83.84,1.98
3312,20.8,10.44
3528,83.23,-18.67
3702,38.73,-10.1
5434,16.41,-3.4
6189,-5.77,-5.16
6281,1.59,19.62
6776,45.95,10.48
6908,9.01,8.22
8070,28.14,0.11
8072,2.88,-4.71
8112,55.95,-34.23
2427,31.06,90.17
2453,3.17,1.38
2468,-16.68,-19.86
2471,6.06,-3.73
2480,7.95,5.72
3029,14.18,2.06
4994,3.58,-12.33
5203,-10.8,5.48
6112,26.91,-1.7
6183,12.31,-7.57
6214,28.33,-9.28
2312,-3.48,2.57
2317,29.73,3.52
2354,-49.36,39.19
2359,20.73,27.86
2360,128.89,11.43
2373,-1.83,17.82
2390,-10.78,1.29
2404,102.22,5.38
2423,6.39,-26.97
2433,-0.23,1.22
2459,-4.15,-0.15
2461,3.08,5.25
2464,23.08,0.34
2474,-36.18,-20.15
2477,27.19,27.55
2482,-11.15,8.28
2488,29.77,45.36
3018,-23.48,-36.3
3030,62.5,40.21
3043,16.04,30.14
3305,60.16,6.18
3518,-38.27,-6.46
3617,1.21,-10.02
4585,16.3,-31.71
4588,-83.84,-88.79
6139,70.59,2.32
6192,33.19,21.12
6196,46.33,22.05
6201,-13.53,-15.64
6215,86.85,6.96
6283,24.88,-21.41
6409,-12.87,24.85
6438,32.58,-4.36
6558,0.65,-10.55
6658,-20.63,10.51
6691,66.7,1.8
6698,-44.63,-10.36
6722,-7.59,-7.94
6743,11.82,11.27
6830,20.23,-5.55
7631,68.76,10.58
8021,63.17,10.97
8201,9.84,-9.77
2616,17.22,0.54
6505,33.01,-2.84
8926,532.8,28.77
9908,-0.91,-9.35
9918,1.84,-7.34
9926,-1.61,-12.59
9931,-4.5,-1.68
9937,7.66,1.51
1316,115.49,4.29
1436,-25.38,47.69
1438,,-93.93
1439,20.82,-91.66
1442,-76.32,-6.36
1453,1.61,0.0
1456,23.7,14.38
1472,-8.15,35.42
1805,-98.59,-99.88
1808,6493.74,2.02
2442,168.44,-89.22
2501,13.23,-75.18
2504,-10.23,-1.14
2505,-166.94,-100.23
2506,182.92,-10.22
2509,-8.58,-3.52
2511,-16.81,-38.96
2515,52.62,11.03
2516,-44.54,-6.79
2520,66.98,71.6
2524,-48.77,-29.63
2527,3.72,-99.36
2528,-98.92,9049.2
2530,-96.83,-99.44
2534,-96.85,-60.38
2535,-20.42,-36.42
2536,-97.02,-70.37
2537,5302.61,-90.41
2538,32.82,-17.62
2539,559.09,545.61
2540,-36.53,-12.94
2542,4077.65,-0.36
2543,62.14,12.71
2545,102.09,-8.45
2546,19.07,39.19
2547,-17.07,-49.33
2548,28465.96,-51.15
2597,16.52,18.22
3052,34.23,86.21
3056,-25.02,4.44
3266,78.53,-15.63
3703,-9.39,-17.36
5515,7.59,-33.23
5519,-23.13,-56.59
5521,-6.62,-33.81
5522,743.3,-53.28
5525,1375.79,-31.03
5531,-21.35,9.87
5533,-27.59,-51.14
5534,13.56,-35.55
6177,264.82,3.75
9906,995635.71,-58.25
9946,7453.41,-53.41
2208,132.18,45.86
2601,-64.59,-2.09
2603,4.51,13.94
2605,-5.45,-23.88
2606,38.66,15.25
2607,1.4,0.22
2608,-2.31,-4.51
2609,13.88,14.23
2610,16.49,0.33
2611,119.47,-42.1
2612,9.04,-6.41
2613,6.09,2.3
2615,13.05,22.88
2617,9.11,-4.41
2618,18.89,1.76
2630,-22.88,-33.47
2633,6.25,0.06
2634,12.25,6.45
2636,10.46,13.84
2642,-17.01,-2.21
2645,11.74,0.63
2646,30.12,-0.99
5607,35.12,0.29
5608,-1.07,-2.24
6753,49.51,4.15
6757,26.46,-7.69
8367,16.67,-1.72
2701,-10.33,-0.53
2702,1.78,-15.76
2704,7.05,-10.18
2705,-10.33,1.4
2706,4.29,-5.02
2707,0.55,-15.08
2712,2.5,41.68
2722,0.01,7.5
2727,13.12,-1.81
2731,9.81,1.67
2739,5.94,-15.74
2748,5.02,-9.8
2753,7.91,-6.23
5706,-20.47,36.16
7705,1.86,-7.72
7760,-7.03,-20.05
8940,5.41,-43.77
9943,-6.9,1.8
2801,8.79,-4.93
2812,69.85,37.58
2816,78.73,109.95
2820,46.36,28.57
2832,13.87,4.37
2834,5.89,1.33
2836,9.16,15.07
2838,62.81,66.35
2845,31.98,6.5
2849,27.51,9.42
2850,64.58,21.57
2851,605.13,572.62
2852,4.4,-4.23
2855,1002.14,3286.61
2867,577.21,1066.87
2880,59.58,13.55
2881,219.78,303.04
2882,153.91,53.36
2883,144.3,147.27
2884,47.81,19.01
2885,324.89,38.9
2886,63.03,47.17
2887,673.61,33.1
2889,3640.85,92.75
2890,87.36,13.74
2891,1120.57,50.37
2892,41.98,15.39
2897,29.44,8.55
5876,-7.14,-8.58
5880,65.45,13.99
6005,301.6,145.32
6024,-60.7,-61.84
2901,-4.73,-6.27
2903,0.54,-12.48
2905,352.95,600.23
2906,4.93,-8.61
2908,4.55,-1.48
2910,4.68,1.03
2911,-41.19,-11.86
2912,4.88,0.51
2913,-14.08,-6.32
2915,-21.38,17.21
2945,38.55,23.54
8443,1.42,-6.02
2072,78.33,14.06
3708,37.34,0.21
4582,286.94,281.43
5292,-28.63,-43.34
6581,53.88,186.65
6771,-7.81,-4.41
6869,-61.47,-28.0
6873,-35.54,-45.35
6923,31.98,15.86
6944,32.08,0.28
6951,33.23,6.84
6969,-24.11,-11.39
6994,41.16,-42.67
7610,345.32,20.89
7740,2905.18,-7.73
7786,52.31,15.94
7818,-13.66,3.75
8341,26.65,2.43
8422,-11.49,-22.14
8438,36.37,11.87
8473,19.77,-47.01
8476,-37.44,-1.31
9930,-11.46,-5.76
9955,7.12,-25.13
3130,9.28,-6.34
6165,4.52,0.51
6614,7.76,-8.08
6689,-11.22,-0.91
6902,21.14,-8.37
6906,1.68,-26.44
7721,49.59,22.62
7722,11.43,-6.2
7765,75.03,10.11
8454,1.32,-9.41
8487,-8.26,-67.32
1432,-39.78,10.85
1598,-16.34,-32.75
1736,6.39,-6.3
4536,-17.22,0.76
5306,7.17,3.91
6670,28.91,-4.43
8462,20.71,0.23
8478,-25.09,-24.04
9904,3.84,15.27
9910,-6.16,3.37
9914,-14.32,-8.99
9921,-3.14,-0.9
2062,23.17,-8.05
3557,-6.3,-43.35
6754,-19.57,4.06
8464,-5.29,-8.97
9911,6.42,-10.02
9924,3.13,22.25
9934,3.17,-8.3
9935,9.36,2.65
1342,44.52,-5.81
1416,26.51,-4.62
1435,0.0,0.2
1437,-16.13,7.32
1443,-4.58,9.2
1516,,-21.35
2348,-82.39,-59.8
2496,5.59,-3.46
2514,2.81,-2.83
2614,-12.98,1.18
2904,-18.53,0.59
3040,-1.27,-15.77
6184,6.06,-0.24
6464,11.28,13.7
6504,4.3,-2.73
6585,27.45,24.64
6592,-2.97,1.46
6625,15.64,-15.09
6655,29.6,2.65
6901,331.07,766.97
6914,6.81,-3.9
6952,53.75,3.23
6958,-12.85,-6.98
8033,6.42,-9.18
8463,5.99,5.64
8481,-0.68,-3.47
9902,1.09,-34.49
9905,18.32,23.99
9907,-20.04,-8.82
9917,2.82,0.11
9919,8.51,-4.54
9925,1.02,-7.96
9927,18.74,-6.03
9928,0.02,-6.39
9929,41.74,9.11
9933,-24.2,-4.6
9938,-4.12,-11.08
9939,13.55,8.84
9940,22.11,-18.29
9941,-4.67,4.08
9942,13.99,2.85
9944,0.89,-12.15
9945,58.77,40.21
1256,56.2,27.9
1337,-31.32,-32.03
1340,-81.22,53.49
1341,18.06,-13.77
4439,21.19,-21.4
1589,16.56,14.56
1590,25.23,4.89
4552,-5.71,0.0
4560,14.39,-2.67
4571,10.39,-10.91
5288,24.84,-11.46
1626,-10.14,8.02
4763,-41.52,-10.17
4137,4.46,1.53
4148,55.04,69.38
4178,29.69,17.6
4190,5.22,-13.88
6431,31.21,60.44
6541,914.88,-6.12
6550,-57.12,5.7
6598,41.83,-7.63
6666,12.24,12.5
7827,,
5538,11.28,-0.59
1338,12.1,0.86
2115,16.39,18.07
2236,5.19,-0.38
2239,-6.66,49.13
2243,15.41,-38.19
2248,58.99,-9.08
2250,-8.53,1.69
4557,-29.11,25.15
4569,0.74,-16.05
4581,8.42,11.45
3661,-32.31,10.31
6415,28.13,13.31
6451,-2.78,11.79
6525,18.29,9.04
6573,-19.63,-7.03
6854,-7.36,-11.11
6962,-3.9,20.45
7749,39.5,2.74
5215,72.73,26.9
6591,-52.81,-15.81
6933,50.74,-13.86
3673,5.82,8.73
4935,-35.5,-15.5
5243,-9.44,-5.82
6456,-34.46,-21.39
4977,-43.18,-33.49
6863,45.59,18.57
4912,30.44,11.26
4927,-8.09,0.74
4943,45.87,-4.7
4958,11.82,-1.59
6672,36.92,6.1
6781,16.56,1.12
6862,-49.12,-21.77
6924,54.38,45.42
3665,18.54,5.26
5225,-11.27,-14.91
8499,95.5,19.38
2923,160.84,123.66
5546,-57.84,45.17
2637,21.23,-4.52
2723,-15.51,-1.36
2929,-4.39,-30.53
2939,6.79,-13.01
4807,47.28,-30.29
5906,12.68,37.0
5907,11.28,10.63
8429,-2.46,32.86
6641,41.97,32.09
6887,-13.1,-17.62
7823,15.64,-5.01
2762,10.48,2.07
6768,5.91,-13.18
6890,-9.22,51.5
6965,-0.61,-2.18
8467,40.53,30.18
9802,9.68,36.99
6671,7.16,39.19
6807,-26.79,5.02
8482,16.33,-10.4
5284,54.65,-4.08
5871,-3.86,-5.52
6957,53.31,-26.6
8404,1.96,-7.33
8411,27.88,-8.01
8442,9.24,6.55
8466,-30.6,77.56
8488,67.98,-17.07
9105,5.4,12.57
1264,11.03,12.02
1294,5.98,0.7
1295,-10.24,31.49
1780,14.73,41.79
1796,-12.64,-2.53
4205,6.0,-0.97
4207,13.55,3.56
6846,-0.08,-35.34
7743,-4.41,33.13
4303,23.24,2.08
4304,-3.94,-32.49
4305,5.29,13.93
9950,-2.74,-26.31
4401,1.31,1.75
4402,-15.16,36.98
4406,-78.94,-38.73
4413,-28.32,196.58
4417,2.22,35.8
4420,0.48,-5.13
4432,13.32,-23.89
4433,-16.97,-21.98
6506,6.71,-12.41
1570,17.38,6.42
1580,-10.13,18.77
1586,-4.54,12.02
1599,7.99,-35.72
2066,8.61,-8.82
2067,-22.96,-12.39
2070,55.42,-7.84
2235,5.95,6.89
3162,-0.45,-11.42
3226,-54.68,-14.65
3379,-78.58,-36.09
3685,74.29,-4.6
4502,18.51,16.07
4503,38.44,-21.09
4506,4.3,-25.24
4510,45.75,3.02
4513,14.96,27.92
4523,-2.25,-29.91
4527,23.56,-1.76
4528,-19.4,11.16
4533,6.68,8.15
4534,29.22,-2.59
4535,-0.37,3.55
4538,-6.0,5.33
4543,8.52,-26.47
4549,-26.49,-22.2
4550,-38.68,-23.01
4558,84.83,107.19
4561,23.25,37.42
4563,17.88,9.15
4568,16.58,78.01
4580,-0.08,-12.31
4584,-25.73,3.44
5381,11.32,99.03
6122,-15.33,-17.67
6125,56.77,5.62
6425,31.73,-31.78
6603,12.32,-0.78
6609,17.33,26.01
6843,9.94,3.94
6982,10.39,-14.8
7642,-31.06,35.36
7709,62.9,75.91
7718,-6.35,-20.42
8027,24.85,8.03
8083,-5.31,3.59
8107,-56.33,-57.24
8255,-11.78,-6.56
9951,0.51,-12.98
2061,6.46,5.88
1742,-29.31,18.47
3430,13.83,-19.89
4706,29.31,-11.18
4707,-48.81,-42.02
4711,89.32,14.85
4714,96.03,-0.93
4716,-2.11,-27.36
4721,-31.86,3.82
4741,20.24,8.33
4754,22.66,6.99
4767,-15.73,-8.28
4768,191.53,-1.19
4772,210.12,1.96
6509,9.76,9.26
1565,-16.62,-0.42
1777,-7.52,16.01
1781,-3.22,-19.34
1784,13.51,-8.39
1788,2.55,-5.7
1799,240.44,-11.57
1813,-0.29,-0.39
3118,-3.59,-17.19
3176,-10.29,-6.07
3205,67.9,-1.21
3218,7.26,3.21
4102,-17.39,-17.35
4105,17.92,-13.59
4107,6.38,-0.25
4109,17.72,-30.65
