族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
生技製藥/CDMO,6472,保瑞,生技醫療業,435.0,-1.0,,3.3,08-20 08-25,2026-08-20,438.5,372.72,
生技醫療設備,6782,視陽,生技醫療業,241.5,-0.8,,4.9,08-25 08-26,2026-08-25,225.0,191.25,
生技醫療設備,6617,共信-KY,生技醫療業,122.5,-4.7,,2.0,08-26,2026-08-26,128.0,108.8,
其他,6179,亞通,其他,30.4,9.9,是,6.4,08-28,2026-08-28,明日開盤,25.84,
其他,1709,和益,化學工業,36.15,9.0,是,2.2,08-17 08-21 08-24 08-26 08-28,2026-08-13,29.02,27.11,
其他,3693,營邦,電腦及週邊設備業,587.0,7.1,是,2.1,08-28,2026-08-28,明日開盤,498.95,
其他,2221,大甲,其他,79.7,6.8,是,4.4,08-24 08-25 08-26 08-27 08-28,2026-08-24,64.0,59.77,
其他,3219,倚強科,其他電子業,87.1,3.1,,4.3,08-27,2026-08-27,84.5,71.83,
其他,6218,豪勉,通信網路業,40.7,1.9,,2.8,08-25,2026-08-25,40.25,34.21,
其他,2881,富邦金,金融保險業,144.0,1.8,,2.4,08-21 08-25,2026-08-21,135.0,114.75,
其他,1402,遠東新,紡織纖維,28.1,-1.1,,2.2,08-20 08-21,2026-08-20,29.25,24.86,
其他,2851,中再保,金融保險業,45.1,-1.3,,10.8,08-20 08-21,2026-08-20,48.5,41.23,
其他,3617,碩天,其他電子業,243.5,-2.0,,3.6,08-17,2026-08-14,250.0,212.5,
其他,00708L,期元大S&P黃金正2,,88.15,-3.0,,2.1,08-24,2026-08-24,92.2,78.37,
其他,1316,上曜,建材營造,11.15,-5.1,,2.5,08-26,2026-08-26,11.75,9.99,
其他,3498,陽程,其他電子業,189.5,-6.9,,3.0,08-18,2026-08-18,170.0,152.62,
其他,4303,信立,塑膠工業,39.0,-7.4,,2.2,08-24 08-27,2026-08-24,36.82,31.57,
