族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
消費電子與零組件,3303,岱稜,其他電子業,62.7,9.2,是,3.1,07-15,2026-07-15,明日開盤,53.3,
消費電子與零組件,6538,倉和,電子零組件業,151.5,-2.9,,3.2,07-14,2026-06-23,133.5,117.0,
消費電子與零組件,7402,邑錡,光電業,135.5,-4.2,,5.4,07-03,2026-07-03,140.51,119.43,
工業電腦與邊緣運算,6414,樺漢,電腦及週邊設備業,394.5,4.5,,2.3,07-07,2026-07-07,404.0,343.4,
工業電腦與邊緣運算,2352,佳世達,電腦及週邊設備業,31.5,2.9,,3.1,07-06,2026-07-06,36.1,30.68,
工業電腦與邊緣運算,3005,神基,電腦及週邊設備業,115.5,0.9,,2.1,07-09,2026-07-09,112.0,95.2,
工業電腦與邊緣運算,2395,研華,電腦及週邊設備業,533.0,0.8,,3.1,07-08,2026-07-08,547.0,464.95,
航太與造船,2645,長榮航太,航運業,242.0,0.4,,2.1,07-03 07-06 07-13,2026-06-30,184.08,188.62,
航太與造船,6753,龍德造船,航運業,156.0,-1.0,,2.2,07-03 07-13,2026-07-03,160.0,136.0,
航太與造船,2630,亞航,航運業,60.5,-2.9,,5.5,07-03 07-13 07-14,2026-07-01,50.8,46.72,
被動元件,5328,華容,電子零組件業,66.2,3.4,,2.2,07-02,2026-07-02,80.1,68.08,出場
被動元件,8039,台虹,電子零組件業,181.5,-2.2,,6.3,07-14,2026-07-14,186.0,158.1,
被動元件,6173,信昌電,電子零組件業,231.5,-3.1,,3.5,07-03,2026-07-03,356.14,302.72,出場
IC設計-控制與電源管理,6477,安集,光電業,42.2,1.7,,3.6,07-03 07-06 07-09,2026-07-03,37.17,31.65,
IC設計-控制與電源管理,5471,松翰,半導體業,63.1,1.0,,2.6,07-09,2026-07-09,66.77,56.75,
IC設計-控制與電源管理,6435,大中,半導體業,324.5,-2.8,,3.6,07-02,2026-06-23,358.5,315.0,
半導體封裝與測試,2434,統懋,半導體業,82.6,10.0,,2.7,07-02 07-03 07-13 07-14,2026-06-22,45.4,61.95,
半導體封裝與測試,6732,昇佳電子,半導體業,201.0,-2.4,,9.2,07-03 07-06,2026-07-03,202.0,171.7,
電子通路與分銷,3055,蔚華科,電子通路業,193.0,10.0,,7.3,07-02 07-03,2026-07-01,128.59,144.75,
電子通路與分銷,3022,威強電,電腦及週邊設備業,87.3,1.2,,2.8,07-08,2026-07-08,94.0,79.9,
其他,3033,威健,電子通路業,55.6,9.9,是,5.5,07-15,2026-07-15,明日開盤,47.26,
其他,1810,和成,玻璃陶瓷,31.1,8.0,是,5.9,07-03 07-13 07-14 07-15,2026-07-03,24.6,23.33,
其他,1434,福懋,紡織纖維,19.55,6.8,是,2.5,07-02 07-03 07-15,2026-07-02,17.5,14.88,
其他,2466,冠西電,光電業,115.5,10.0,,3.2,07-02 07-03,2026-07-01,72.3,86.62,
其他,6907,雅特力-KY,半導體業,232.5,9.9,,2.2,07-06 07-14,2026-07-06,190.0,174.38,
其他,6257,矽格,半導體業,237.5,5.6,,2.0,07-06,2026-07-06,270.0,229.5,
其他,6143,振曜,通信網路業,103.5,4.1,,7.6,07-03,2026-07-03,107.0,90.95,
其他,2515,中工,建材營造,13.9,4.1,,2.0,07-03,2026-07-03,14.5,12.32,
其他,6957,裕慶-KY,其他,238.0,3.5,,4.8,07-06 07-14,2026-07-06,214.0,181.9,
其他,4541,晟田,其他,72.9,3.3,,7.4,07-03 07-06 07-14,2026-07-01,55.3,54.68,
其他,3413,京鼎,半導體業,348.0,3.1,,4.4,07-07,2026-07-07,348.5,296.22,
其他,3026,禾伸堂,電子零組件業,838.0,2.8,,2.9,07-03 07-09,2026-07-03,1015.0,862.75,出場
其他,7714,創泓科技,數位雲端,207.5,2.7,,6.2,07-03 07-13 07-14,2026-07-03,160.0,155.62,
其他,4169,泰宗,生技醫療業,249.0,2.5,,3.3,07-07 07-08,2026-06-22,195.5,209.25,
其他,3704,合勤控,通信網路業,49.8,2.4,,3.9,07-13,2026-07-13,50.3,42.75,
其他,8050,廣積,電腦及週邊設備業,61.1,1.8,,4.5,07-13,2026-07-13,65.0,55.25,
其他,3004,豐達科,鋼鐵工業,155.5,1.3,,6.1,07-03 07-06,2026-07-03,157.0,133.45,
其他,2484,希華,電子零組件業,81.5,1.2,,2.5,07-03,2026-07-03,98.1,83.38,出場
其他,5371,中光電,光電業,94.9,0.6,,4.0,07-03 07-06,2026-06-30,89.3,76.5,
其他,3617,碩天,其他電子業,225.0,-0.4,,4.0,07-08,2026-06-25,224.0,190.4,
其他,8261,富鼎,半導體業,304.0,-1.0,,2.5,07-02,2026-06-23,245.92,260.21,
其他,2236,百達-KY,汽車工業,165.5,-1.5,,4.0,07-02 07-03,2026-06-29,149.0,138.38,
其他,9921,巨大,運動休閒,80.0,-1.6,,2.3,07-13,2026-07-13,79.2,67.32,
其他,1409,新纖,紡織纖維,25.9,-1.9,,5.9,07-03 07-07,2026-07-03,34.1,28.98,出場
其他,2332,友訊,通信網路業,23.55,-2.1,,7.7,07-08 07-13,2026-07-08,24.05,20.44,
其他,8016,矽創,半導體業,302.0,-2.4,,2.7,07-07,2026-07-07,346.0,294.1,
其他,8464,億豐,居家生活,352.0,-3.3,,2.2,07-02,2026-07-02,372.5,316.62,
其他,8462,柏文,運動休閒,161.0,-3.6,,5.2,07-14,2026-07-14,168.0,142.8,
